,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
143308,71929,Lu Yong,M,22.0,175.0,85.0,China,CHN,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold
143312,71931,Lu Yuanyang,F,25.0,174.0,54.0,China,CHN,2008 Summer,2008,Summer,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
143316,71933,Lu Zhiwu,M,23.0,182.0,76.0,China,CHN,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
143324,71937,Luan Guilherme de Jesus Vieira,M,23.0,180.0,71.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Gold
143341,71941,Luan Garcia Teixeira,M,23.0,183.0,79.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Gold
143414,71981,Ricardo Samuel Lucarelli Santos de Souza,M,24.0,195.0,79.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Gold
143417,71984,Lucas Pezzini Leiva,M,21.0,179.0,74.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Bronze
143418,71985,Lucas Rodrigues Moura da Silva,M,19.0,173.0,81.0,Brazil,BRA,2012 Summer,2012,Summer,London,Football,Football Men's Football,Silver
143502,72025,Jean-Michel Lucenay,M,38.0,186.0,78.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's epee, Team",Gold
143513,72033,Rosario Luchetti,F,24.0,160.0,57.0,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Bronze
143514,72033,Rosario Luchetti,F,28.0,160.0,57.0,Argentina,ARG,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Silver
143549,72051,Frank Luck,M,34.0,179.0,76.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 20 kilometres,Silver
143550,72051,Frank Luck,M,34.0,179.0,76.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
143561,72059,Robert Lcken,M,31.0,199.0,95.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Bronze
143588,72071,"Thomas David ""Tom"" Lucy",M,20.0,194.0,94.0,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,Silver
143645,72103,Laura Ludwig,F,30.0,181.0,70.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Gold
143678,72115,Pierre Fritz Lueders,M,35.0,184.0,98.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,Silver
143693,72126,Yasmany Daniel Lugo Cabrera,M,26.0,190.0,98.0,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver
143750,72160,Luiz Felipe Marques Fonteles,M,32.0,196.0,89.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Gold
143758,72164,Rodion Mykhailovych Luka,M,31.0,170.0,63.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Sailing,Sailing Mixed Skiff,Silver
143769,72169,Megan Lukan,F,24.0,170.0,58.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Bronze
143849,72208,Yevgeniy Yuryevich Lukyanenko,M,23.0,190.0,79.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Pole Vault,Silver
143945,72249,Eva Maria Lund (-Eriksson),F,34.0,169.0,66.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Curling,Curling Women's Curling,Gold
143946,72249,Eva Maria Lund (-Eriksson),F,38.0,169.0,66.0,Sweden,SWE,2010 Winter,2010,Winter,Vancouver,Curling,Curling Women's Curling,Gold
144016,72276,Kristina Anna Maria Lundberg,F,20.0,172.0,86.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
144050,72292,Kristine Lunde-Borgersen,F,28.0,181.0,67.0,Norway,NOR,2008 Summer,2008,Summer,Beijing,Handball,Handball Women's Handball,Gold
144051,72292,Kristine Lunde-Borgersen,F,32.0,181.0,67.0,Norway,NOR,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Gold
144052,72292,Kristine Lunde-Borgersen,F,36.0,181.0,67.0,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Bronze
144141,72346,Bjrn Henrik Lundqvist,M,23.0,185.0,87.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
144143,72346,Bjrn Henrik Lundqvist,M,31.0,185.0,87.0,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
144214,72376,"Zinaida Igorevna ""Zina"" Lunina",F,19.0,175.0,55.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze
144242,72391,Luo Wei,F,21.0,180.0,67.0,China,CHN,2004 Summer,2004,Summer,Athina,Taekwondo,Taekwondo Women's Welterweight,Gold
144246,72393,Luo Xi,F,20.0,166.0,54.0,China,CHN,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
144247,72393,Luo Xi,F,24.0,166.0,54.0,China,CHN,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
144251,72395,Luo Xiaojuan,F,28.0,170.0,63.0,China,CHN,2012 Summer,2012,Summer,London,Fencing,"Fencing Women's epee, Team",Gold
144255,72398,Luo Xuejuan,F,20.0,167.0,64.0,China,CHN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Breaststroke,Gold
144260,72402,Luo Yutong,M,26.0,165.0,62.0,China,CHN,2012 Summer,2012,Summer,London,Diving,Diving Men's Synchronized Springboard,Gold
144268,72407,Roberto Luongo,M,30.0,190.0,93.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
144269,72407,Roberto Luongo,M,34.0,190.0,93.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
144291,72417,Yurisleidy Lupetey Cobas,F,23.0,162.0,57.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Judo,Judo Women's Lightweight,Bronze
144325,72425,Daniele Lupo,M,25.0,183.0,77.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Silver
144372,72446,Thomas Peter Lurz,M,28.0,183.0,76.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 10 kilometres Open Water,Bronze
144373,72446,Thomas Peter Lurz,M,32.0,183.0,76.0,Germany,GER,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 10 kilometres Open Water,Silver
144376,72448,Christian Lusch,M,23.0,186.0,83.0,Germany,GER,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Silver
144497,72520,Jessica Lutz,F,24.0,174.0,65.0,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
144502,72523,Manuela Lutze,F,30.0,185.0,78.0,Germany,GER,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Quadruple Sculls,Gold
144503,72523,Manuela Lutze,F,34.0,185.0,78.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Quadruple Sculls,Bronze
144550,72543,Germn Daro Lux,M,22.0,186.0,78.0,Argentina,ARG,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Gold
144568,72554,Lock Luypaert,M,24.0,181.0,78.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Silver
144637,72592,Cdric Vincent Simon Lyard,M,32.0,172.0,66.0,France,FRA,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
144644,72599,Toni Petteri Lydman,M,28.0,185.0,92.0,Finland,FIN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
144645,72599,Toni Petteri Lydman,M,32.0,185.0,92.0,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
144672,72607,Dmitry Valeryevich Lykin,M,30.0,178.0,84.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Men's Running Target, 10 metres",Bronze
144679,72611,Oleh Viktorovych Lykov,M,31.0,202.0,105.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Quadruple Sculls,Bronze
144807,72671,Evan Frank Lysacek,M,24.0,188.0,73.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Figure Skating,Figure Skating Men's Singles,Gold
144832,72681,Tatyana Viktorovna Lysenko (-Beloborodova),F,28.0,180.0,85.0,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Hammer Throw,Gold
144917,72726,Ma Jin,F,24.0,167.0,58.0,China,CHN,2012 Summer,2012,Summer,London,Badminton,Badminton Mixed Doubles,Silver
144924,72731,Ma Lin,M,24.0,176.0,74.0,China,CHN,2004 Summer,2004,Summer,Athina,Table Tennis,Table Tennis Men's Doubles,Gold
144925,72731,Ma Lin,M,28.0,176.0,74.0,China,CHN,2008 Summer,2008,Summer,Beijing,Table Tennis,Table Tennis Men's Singles,Gold
144926,72731,Ma Lin,M,28.0,176.0,74.0,China,CHN,2008 Summer,2008,Summer,Beijing,Table Tennis,Table Tennis Men's Team,Gold
144930,72735,Ma Long,M,23.0,175.0,72.0,China,CHN,2012 Summer,2012,Summer,London,Table Tennis,Table Tennis Men's Team,Gold
144931,72735,Ma Long,M,27.0,175.0,72.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,Gold
144932,72735,Ma Long,M,27.0,175.0,72.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Team,Gold
144965,72753,Ma Yibo,F,28.0,174.0,70.0,China,CHN,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Silver
144980,72760,Ma Yunwen,F,21.0,189.0,76.0,China,CHN,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,Bronze
145051,72798,Olli Mtt,M,19.0,187.0,89.0,Finland,FIN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
145094,72818,Satoko Mabuchi,F,26.0,163.0,67.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Gold
145107,72830,Marko Macan,M,23.0,196.0,109.0,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Silver
145137,72848,Sofa Maccari,F,28.0,165.0,66.0,Argentina,ARG,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Silver
145183,72870,Fiona MacDonald (Brown-),F,27.0,160.0,52.0,Great Britain,GBR,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Women's Curling,Gold
145223,72888,David Ross MacDonald,M,39.0,175.0,84.0,Canada,CAN,2004 Summer,2004,Summer,Athina,Sailing,Sailing Men's Two Person Keelboat,Silver
145328,72944,Roger Machado Morales,M,30.0,177.0,88.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Gold
145425,73001,"Allan ""Al"" MacInnis",M,38.0,188.0,95.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
145496,73021,"Timothy ""Tim"" Mack",M,31.0,187.0,81.0,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Pole Vault,Gold
145563,73050,Linda June MacKenzie (-Single),F,24.0,161.0,52.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
145652,73094,Brittany MacLean,F,22.0,172.0,70.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
145669,73100,"Rosannagh ""Rosie"" MacLennan",F,23.0,158.0,54.0,Canada,CAN,2012 Summer,2012,Summer,London,Trampolining,Trampolining Women's Individual,Gold
145670,73100,"Rosannagh ""Rosie"" MacLennan",F,27.0,158.0,54.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Trampolining,Trampolining Women's Individual,Gold
145672,73102,Carla MacLeod,F,23.0,163.0,63.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
145673,73102,Carla MacLeod,F,27.0,163.0,63.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
145677,73104,Hannah Louise Macleod,F,28.0,172.0,67.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Bronze
145678,73104,Hannah Louise Macleod,F,32.0,172.0,67.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Gold
145684,73109,Kathleen MacLeod,F,25.0,168.0,61.0,Australia,AUS,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,Bronze
145747,73141,"Kate ""Katie"" Mactier",F,29.0,171.0,57.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",Silver
145761,73147,Milan Mavan,M,26.0,205.0,107.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Silver
145769,73153,Natalia Madaj,F,28.0,175.0,68.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Double Sculls,Gold
145781,73160,Norbert Madaras,M,24.0,191.0,91.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Men's Water Polo,Gold
145782,73160,Norbert Madaras,M,28.0,191.0,91.0,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Gold
145811,73175,"Elizabeth ""Beezie"" Madden (Patton-)",F,40.0,168.0,63.0,United States,USA,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
145812,73175,"Elizabeth ""Beezie"" Madden (Patton-)",F,44.0,168.0,63.0,United States,USA,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze
145813,73175,"Elizabeth ""Beezie"" Madden (Patton-)",F,44.0,168.0,63.0,United States,USA,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
145817,73175,"Elizabeth ""Beezie"" Madden (Patton-)",F,52.0,168.0,63.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
145904,73221,Tianna Madison-Bartoletta,F,26.0,168.0,58.0,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
145906,73221,Tianna Madison-Bartoletta,F,30.0,168.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
145907,73221,Tianna Madison-Bartoletta,F,30.0,168.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Long Jump,Gold
145963,73250,Frederik Rodenberg Madsen,M,18.0,187.0,73.0,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
145969,73256,Jens-Erik Madsen,M,27.0,180.0,72.0,Denmark,DEN,2008 Summer,2008,Summer,Beijing,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
146010,73264,Mark Overgaard Madsen,M,31.0,177.0,80.0,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver
146037,73280,Kingsley Madu,M,20.0,171.0,79.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
146068,73295,Jaak Mae,M,29.0,182.0,77.0,Estonia,EST,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Bronze
146144,73336,Mihaela Maevska,F,25.0,172.0,54.0,Bulgaria,BUL,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze
146149,73339,Asier Maeztu Villalabeitia,M,26.0,187.0,83.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
146197,73357,Ji Magl,M,32.0,174.0,65.0,Czech Republic,CZE,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
146249,73389,"Samantha ""Sam"" Magee",F,21.0,182.0,83.0,United States,USA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxed Eights,Silver
146271,73404,Maurren Higa Maggi,F,32.0,173.0,61.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Long Jump,Gold
146348,73445,Filippo Magnini,M,22.0,188.0,80.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
146363,73450,Christine Marie Magnuson,F,22.0,185.0,73.0,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Butterfly,Silver
146364,73450,Christine Marie Magnuson,F,22.0,185.0,73.0,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
146369,73453,James Magnussen,M,21.0,198.0,94.0,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Freestyle,Silver
146371,73453,James Magnussen,M,21.0,198.0,94.0,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
146372,73453,James Magnussen,M,25.0,198.0,94.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
146436,73489,Emily Maguire,F,24.0,169.0,61.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Bronze
146508,73525,Kentin Mah,M,25.0,186.0,83.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Silver
146516,73528,"Benjamin Richard ""Ben"" Maher",M,29.0,183.0,68.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
146545,73544,Jesse Mahieu,M,25.0,195.0,92.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Silver
146726,73643,Hermann Maier,M,33.0,180.0,90.0,Austria,AUT,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Men's Super G,Silver
146727,73643,Hermann Maier,M,33.0,180.0,90.0,Austria,AUT,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Bronze
146729,73645,Leonie Rebekka Maier,F,23.0,163.0,62.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Gold
146796,73683,Sandrine Mainville,F,24.0,173.0,65.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
146892,73729,Fabio Maj,M,31.0,183.0,78.0,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
146943,73742,Petra Majdi,F,30.0,176.0,65.0,Slovenia,SLO,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Women's Sprint,Bronze
146975,73758,Tomasz Majewski,M,26.0,204.0,142.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Shot Put,Gold
146976,73758,Tomasz Majewski,M,30.0,204.0,142.0,Poland,POL,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Shot Put,Gold
146984,73764,Rafa Majka,M,26.0,173.0,61.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",Bronze
147006,73775,Istvn Majoros,M,30.0,165.0,60.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Gold
147064,73804,Alina Andreyevna Makarenko,F,17.0,172.0,48.0,Russia,RUS,2012 Summer,2012,Summer,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
147067,73806,Vyacheslav Nikolayevich Makarenko,M,28.0,180.0,84.0,Belarus,BLR,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Bronze
147076,73813,Igor Viktorovich Makarov,M,25.0,180.0,100.0,Belarus,BLR,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Half-Heavyweight,Gold
147084,73817,Sergey Aleksandrovich Makarov,M,31.0,192.0,100.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Javelin Throw,Bronze
147094,73820,Vitaly Valeryevich Makarov,M,30.0,174.0,73.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Lightweight,Silver
147098,73822,Yekaterina Valeryevna Makarova,F,28.0,176.0,65.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Doubles,Gold
147124,73840,Wille Jarno Wilhelm Mkel,M,31.0,170.0,86.0,Finland,FIN,2006 Winter,2006,Winter,Torino,Curling,Curling Men's Curling,Silver
147126,73842,Satu Mkel-Nummela,F,37.0,169.0,63.0,Finland,FIN,2008 Summer,2008,Summer,Beijing,Shooting,Shooting Women's Trap,Gold
147152,73857,Taoufik Makhloufi,M,24.0,170.0,67.0,Algeria,ALG,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 1,500 metres",Gold
147153,73857,Taoufik Makhloufi,M,28.0,170.0,67.0,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,Silver
147154,73857,Taoufik Makhloufi,M,28.0,170.0,67.0,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 1,500 metres",Silver
147161,73862,Vadim Gennadyevich Makhnyov,M,24.0,196.0,100.0,Belarus,BLR,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Bronze
147163,73862,Vadim Gennadyevich Makhnyov,M,28.0,196.0,100.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Bronze
147164,73862,Vadim Gennadyevich Makhnyov,M,28.0,196.0,100.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
147165,73862,Vadim Gennadyevich Makhnyov,M,32.0,196.0,100.0,Belarus,BLR,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",Silver
147167,73864,Bilyal Valeryevich Makhov,M,24.0,200.0,125.0,Russia,RUS,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Bronze
147250,73911,Lucas Markian Makowsky,M,22.0,181.0,78.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Gold
147281,73923,Nikolay Mikhaylovich Maksimov,M,31.0,190.0,95.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Men's Water Polo,Bronze
147285,73925,Anastasiya Ivanovna Maksimova,F,25.0,170.0,50.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
147303,73930,Ivana Maksimovi-Anui,F,22.0,161.0,51.0,Serbia,SRB,2012 Summer,2012,Summer,London,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Silver
147347,73952,Hedaya Ahmad Malak Wahba,F,23.0,174.0,57.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Featherweight,Bronze
147361,73958,Vladimir Igorevich Malakhov,M,33.0,193.0,105.0,Russia,RUS,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
147389,73973,Giusi Letizia Malato,F,33.0,170.0,77.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,Gold
147525,74029,Tijana Maleevi,F,25.0,185.0,78.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Silver
147613,74063,Marek Malk,M,30.0,196.0,103.0,Czech Republic,CZE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
147624,74069,Sakshi Malik,F,23.0,162.0,58.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Lightweight, Freestyle",Bronze
147711,74120,Grgory Mallet,M,24.0,196.0,84.0,France,FRA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
147713,74120,Grgory Mallet,M,28.0,196.0,84.0,France,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
147716,74122,Alexander Malleta Kerr,M,31.0,186.0,85.0,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Silver
147744,74135,"Martilou ""Marti"" Malloy",F,26.0,161.0,58.0,United States,USA,2012 Summer,2012,Summer,London,Judo,Judo Women's Lightweight,Bronze
147767,74145,Cristian Malmagro Viaa,M,25.0,197.0,107.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,Bronze
147816,74175,Jordan Malone,M,25.0,168.0,62.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze
147818,74175,Jordan Malone,M,29.0,168.0,62.0,United States,USA,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver
147824,74179,Ryan Gregory Malone,M,30.0,193.0,100.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
